epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,7907.76,0.61931,0.49071,1.11939,0.92597,0.87892,0.92439,0.82153,0.58665,0.49192,1.05815,8.92e-05,8.92e-05,8.92e-05
370,7929.29,0.61943,0.49006,1.12175,0.91455,0.88426,0.924,0.82185,0.58484,0.48449,1.05387,8.6725e-05,8.6725e-05,8.6725e-05
371,7950.87,0.61201,0.48134,1.12314,0.93122,0.85985,0.92522,0.81708,0.59233,0.48773,1.06516,8.425e-05,8.425e-05,8.425e-05
372,7972.7,0.6215,0.48588,1.1189,0.93469,0.86228,0.9266,0.81872,0.58769,0.48788,1.06154,8.1775e-05,8.1775e-05,8.1775e-05
373,7993.76,0.61088,0.47911,1.11163,0.91201,0.89488,0.92691,0.8188,0.57549,0.48838,1.05296,7.93e-05,7.93e-05,7.93e-05
374,8015.75,0.63278,0.50093,1.12947,0.908,0.89456,0.92581,0.81661,0.57389,0.49098,1.05021,7.6825e-05,7.6825e-05,7.6825e-05
375,8036.9,0.60896,0.47388,1.12185,0.92008,0.87249,0.92311,0.81823,0.57143,0.4965,1.04957,7.435e-05,7.435e-05,7.435e-05
376,8058.65,0.6241,0.49823,1.12086,0.90786,0.8793,0.92281,0.82216,0.5731,0.49232,1.05406,7.1875e-05,7.1875e-05,7.1875e-05
377,8080.62,0.60612,0.46249,1.1132,0.916,0.8851,0.92369,0.81888,0.58008,0.49157,1.06095,6.94e-05,6.94e-05,6.94e-05
378,8101.82,0.58654,0.45518,1.09308,0.90888,0.89131,0.92218,0.81835,0.57731,0.48762,1.06109,6.6925e-05,6.6925e-05,6.6925e-05
379,8123.75,0.61635,0.47022,1.12188,0.90212,0.90132,0.92319,0.82431,0.57452,0.47919,1.05911,6.445e-05,6.445e-05,6.445e-05
380,8145.63,0.60888,0.46695,1.11006,0.90289,0.89221,0.92479,0.82492,0.57114,0.47357,1.05511,6.1975e-05,6.1975e-05,6.1975e-05
381,8167.19,0.60541,0.46414,1.10867,0.91485,0.88012,0.92614,0.82548,0.56686,0.47616,1.05255,5.95e-05,5.95e-05,5.95e-05
382,8189.92,0.59401,0.46355,1.10463,0.91251,0.8783,0.92547,0.82625,0.56762,0.48834,1.05505,5.7025e-05,5.7025e-05,5.7025e-05
383,8211.97,0.61864,0.47896,1.12403,0.92084,0.86446,0.92295,0.82165,0.56828,0.4922,1.05343,5.455e-05,5.455e-05,5.455e-05
384,8234.27,0.62143,0.48473,1.11655,0.92734,0.86748,0.92304,0.82353,0.57261,0.49162,1.05689,5.2075e-05,5.2075e-05,5.2075e-05
385,8256.56,0.60636,0.47573,1.11919,0.88335,0.90573,0.9247,0.82562,0.57587,0.49089,1.05971,4.96e-05,4.96e-05,4.96e-05
386,8277.62,0.60323,0.46906,1.11305,0.88667,0.90771,0.92313,0.8251,0.57457,0.48612,1.06135,4.7125e-05,4.7125e-05,4.7125e-05
387,8299.55,0.60479,0.47129,1.11717,0.88476,0.90819,0.92199,0.82537,0.57354,0.48091,1.06365,4.465e-05,4.465e-05,4.465e-05
388,8321.68,0.61322,0.478,1.12098,0.93617,0.86096,0.92288,0.82307,0.57221,0.48593,1.06327,4.2175e-05,4.2175e-05,4.2175e-05
389,8342.61,0.59511,0.45947,1.10496,0.93736,0.85699,0.91863,0.81604,0.57645,0.49664,1.06385,3.97e-05,3.97e-05,3.97e-05
390,8364.49,0.59874,0.47314,1.11252,0.91863,0.87344,0.91792,0.81541,0.57812,0.50648,1.06675,3.7225e-05,3.7225e-05,3.7225e-05
391,8387.12,0.42205,0.28942,0.98387,0.90979,0.87555,0.91507,0.81227,0.58456,0.50674,1.07794,3.475e-05,3.475e-05,3.475e-05
392,8407.36,0.42942,0.28835,0.99741,0.91189,0.87808,0.9141,0.80886,0.5856,0.50396,1.07865,3.2275e-05,3.2275e-05,3.2275e-05
393,8428.26,0.42526,0.27853,1.00316,0.91818,0.87328,0.91389,0.80682,0.58666,0.49617,1.0796,2.98e-05,2.98e-05,2.98e-05
394,8448.52,0.42178,0.27333,0.98448,0.90786,0.87564,0.91369,0.80569,0.59229,0.49836,1.08608,2.7325e-05,2.7325e-05,2.7325e-05
395,8469.53,0.41071,0.26487,0.98734,0.91094,0.87343,0.91343,0.8053,0.5931,0.50487,1.08254,2.485e-05,2.485e-05,2.485e-05
396,8489.65,0.40966,0.26692,0.98624,0.91855,0.86262,0.91226,0.80401,0.59508,0.51001,1.08322,2.2375e-05,2.2375e-05,2.2375e-05
397,8510.37,0.42767,0.27397,1.0035,0.91735,0.86313,0.91203,0.80524,0.59393,0.51194,1.08119,1.99e-05,1.99e-05,1.99e-05
398,8530.61,0.41313,0.26302,0.98396,0.90752,0.8759,0.91297,0.80892,0.58923,0.51018,1.07478,1.7425e-05,1.7425e-05,1.7425e-05
399,8551.47,0.41731,0.2613,0.98452,0.90827,0.88171,0.91356,0.80984,0.58522,0.50647,1.07229,1.495e-05,1.495e-05,1.495e-05
400,8571.56,0.42384,0.27679,0.99304,0.90773,0.88335,0.91325,0.80714,0.58466,0.50507,1.07167,1.2475e-05,1.2475e-05,1.2475e-05
